Sport,Date,Time,School,Weekday,Time_dt,EventDate,season_start,season_end,start_min,end_min_raw,end_min
Baseball,2025-04-01,4:30pm,Courtland High School,Tuesday,16:30:00,2025-04-01,2025-02-24,2025-06-14,990.0,,1170.0
Soccer,2025-04-01,5:30pm,Courtland High School,Tuesday,17:30:00,2025-04-01,2025-02-24,2025-06-14,1050.0,,1230.0
Softball,2025-04-01,6:00pm,Courtland High School,Tuesday,18:00:00,2025-04-01,2025-02-24,2025-06-14,1080.0,,1260.0
Tennis,2025-04-02,4:00pm,Courtland High School,Wednesday,16:00:00,2025-04-02,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-04-02,4:30pm,Courtland High School,Wednesday,16:30:00,2025-04-02,2025-02-24,2025-06-14,990.0,,1170.0
Outdoor Track,2025-04-02,4:30pm,Courtland High School,Wednesday,16:30:00,2025-04-02,2025-03-01,2025-05-15,990.0,,1170.0
Tennis,2025-04-07,4:00pm,Courtland High School,Monday,16:00:00,2025-04-07,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-04-07,4:30pm,Courtland High School,Monday,16:30:00,2025-04-07,2025-02-24,2025-06-14,990.0,,1170.0
Softball,2025-04-07,4:30pm,Courtland High School,Monday,16:30:00,2025-04-07,2025-02-24,2025-06-14,990.0,,1170.0
Baseball,2025-04-08,4:30pm,Courtland High School,Tuesday,16:30:00,2025-04-08,2025-02-24,2025-06-14,990.0,,1170.0
Soccer,2025-04-08,5:30pm,Courtland High School,Tuesday,17:30:00,2025-04-08,2025-02-24,2025-06-14,1050.0,,1230.0
Softball,2025-04-08,6:00pm,Courtland High School,Tuesday,18:00:00,2025-04-08,2025-02-24,2025-06-14,1080.0,,1260.0
Tennis,2025-04-09,4:00pm,Courtland High School,Wednesday,16:00:00,2025-04-09,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-04-09,4:30pm,Courtland High School,Wednesday,16:30:00,2025-04-09,2025-02-24,2025-06-14,990.0,,1170.0
Outdoor Track,2025-04-09,4:30pm,Courtland High School,Wednesday,16:30:00,2025-04-09,2025-03-01,2025-05-15,990.0,,1170.0
Softball,2025-04-09,6:45pm,Courtland High School,Wednesday,18:45:00,2025-04-09,2025-02-24,2025-06-14,1125.0,,1305.0
Baseball,2025-04-10,4:30pm,Courtland High School,Thursday,16:30:00,2025-04-10,2025-02-24,2025-06-14,990.0,,1170.0
Soccer,2025-04-10,5:30pm,Courtland High School,Thursday,17:30:00,2025-04-10,2025-02-24,2025-06-14,1050.0,,1230.0
Softball,2025-04-10,6:00pm,Courtland High School,Thursday,18:00:00,2025-04-10,2025-02-24,2025-06-14,1080.0,,1260.0
Tennis,2025-04-11,4:00pm,Courtland High School,Friday,16:00:00,2025-04-11,2025-03-01,2025-05-15,960.0,,1140.0
Tennis,2025-04-14,4:00pm,Courtland High School,Monday,16:00:00,2025-04-14,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-04-14,4:30pm,Courtland High School,Monday,16:30:00,2025-04-14,2025-02-24,2025-06-14,990.0,,1170.0
Softball,2025-04-14,5:00pm,Courtland High School,Monday,17:00:00,2025-04-14,2025-02-24,2025-06-14,1020.0,,1200.0
Baseball,2025-04-15,4:30pm,Courtland High School,Tuesday,16:30:00,2025-04-15,2025-02-24,2025-06-14,990.0,,1170.0
Softball,2025-04-15,4:30pm,Courtland High School,Tuesday,16:30:00,2025-04-15,2025-02-24,2025-06-14,990.0,,1170.0
Soccer,2025-04-15,5:30pm,Courtland High School,Tuesday,17:30:00,2025-04-15,2025-02-24,2025-06-14,1050.0,,1230.0
Tennis,2025-04-16,4:00pm,Courtland High School,Wednesday,16:00:00,2025-04-16,2025-03-01,2025-05-15,960.0,,1140.0
Soccer,2025-04-16,5:30pm,Courtland High School,Wednesday,17:30:00,2025-04-16,2025-02-24,2025-06-14,1050.0,,1230.0
Tennis,2025-04-17,4:00pm,Courtland High School,Thursday,16:00:00,2025-04-17,2025-03-01,2025-05-15,960.0,,1140.0
Outdoor Track,2025-04-17,4:30pm,Courtland High School,Thursday,16:30:00,2025-04-17,2025-03-01,2025-05-15,990.0,,1170.0
Baseball,2025-04-17,5:00pm,Courtland High School,Thursday,17:00:00,2025-04-17,2025-02-24,2025-06-14,1020.0,,1200.0
Softball,2025-04-17,5:00pm,Courtland High School,Thursday,17:00:00,2025-04-17,2025-02-24,2025-06-14,1020.0,,1200.0
Soccer,2025-04-17,5:30pm,Courtland High School,Thursday,17:30:00,2025-04-17,2025-02-24,2025-06-14,1050.0,,1230.0
Tennis,2025-04-22,4:00pm,Courtland High School,Tuesday,16:00:00,2025-04-22,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-04-22,4:30pm,Courtland High School,Tuesday,16:30:00,2025-04-22,2025-02-24,2025-06-14,990.0,,1170.0
Soccer,2025-04-22,5:30pm,Courtland High School,Tuesday,17:30:00,2025-04-22,2025-02-24,2025-06-14,1050.0,,1230.0
Softball,2025-04-22,6:00pm,Courtland High School,Tuesday,18:00:00,2025-04-22,2025-02-24,2025-06-14,1080.0,,1260.0
Tennis,2025-04-23,4:00pm,Courtland High School,Wednesday,16:00:00,2025-04-23,2025-03-01,2025-05-15,960.0,,1140.0
Outdoor Track,2025-04-23,4:30pm,Courtland High School,Wednesday,16:30:00,2025-04-23,2025-03-01,2025-05-15,990.0,,1170.0
Tennis,2025-04-24,4:00pm,Courtland High School,Thursday,16:00:00,2025-04-24,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-04-24,4:30pm,Courtland High School,Thursday,16:30:00,2025-04-24,2025-02-24,2025-06-14,990.0,,1170.0
Softball,2025-04-24,4:30pm,Courtland High School,Thursday,16:30:00,2025-04-24,2025-02-24,2025-06-14,990.0,,1170.0
Soccer,2025-04-24,5:30pm,Courtland High School,Thursday,17:30:00,2025-04-24,2025-02-24,2025-06-14,1050.0,,1230.0
Tennis,2025-04-28,4:00pm,Courtland High School,Monday,16:00:00,2025-04-28,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-04-28,4:30pm,Courtland High School,Monday,16:30:00,2025-04-28,2025-02-24,2025-06-14,990.0,,1170.0
Softball,2025-04-28,4:30pm,Courtland High School,Monday,16:30:00,2025-04-28,2025-02-24,2025-06-14,990.0,,1170.0
Tennis,2025-04-29,4:00pm,Courtland High School,Tuesday,16:00:00,2025-04-29,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-04-29,4:30pm,Courtland High School,Tuesday,16:30:00,2025-04-29,2025-02-24,2025-06-14,990.0,,1170.0
Soccer,2025-04-29,5:30pm,Courtland High School,Tuesday,17:30:00,2025-04-29,2025-02-24,2025-06-14,1050.0,,1230.0
Softball,2025-04-29,6:00pm,Courtland High School,Tuesday,18:00:00,2025-04-29,2025-02-24,2025-06-14,1080.0,,1260.0
Tennis,2025-04-30,4:00pm,Courtland High School,Wednesday,16:00:00,2025-04-30,2025-03-01,2025-05-15,960.0,,1140.0
Outdoor Track,2025-04-30,4:30pm,Courtland High School,Wednesday,16:30:00,2025-04-30,2025-03-01,2025-05-15,990.0,,1170.0
Soccer,2025-04-30,5:30pm,Courtland High School,Wednesday,17:30:00,2025-04-30,2025-02-24,2025-06-14,1050.0,,1230.0
Tennis,2025-05-01,4:00pm,Courtland High School,Thursday,16:00:00,2025-05-01,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-05-01,4:30pm,Courtland High School,Thursday,16:30:00,2025-05-01,2025-02-24,2025-06-14,990.0,,1170.0
Softball,2025-05-01,4:30pm,Courtland High School,Thursday,16:30:00,2025-05-01,2025-02-24,2025-06-14,990.0,,1170.0
Tennis,2025-05-05,4:00pm,Courtland High School,Monday,16:00:00,2025-05-05,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-05-05,4:30pm,Courtland High School,Monday,16:30:00,2025-05-05,2025-02-24,2025-06-14,990.0,,1170.0
Softball,2025-05-05,4:30pm,Courtland High School,Monday,16:30:00,2025-05-05,2025-02-24,2025-06-14,990.0,,1170.0
Tennis,2025-05-06,4:00pm,Courtland High School,Tuesday,16:00:00,2025-05-06,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-05-06,4:30pm,Courtland High School,Tuesday,16:30:00,2025-05-06,2025-02-24,2025-06-14,990.0,,1170.0
Softball,2025-05-06,4:30pm,Courtland High School,Tuesday,16:30:00,2025-05-06,2025-02-24,2025-06-14,990.0,,1170.0
Soccer,2025-05-06,5:30pm,Courtland High School,Tuesday,17:30:00,2025-05-06,2025-02-24,2025-06-14,1050.0,,1230.0
Tennis,2025-05-07,4:00pm,Courtland High School,Wednesday,16:00:00,2025-05-07,2025-03-01,2025-05-15,960.0,,1140.0
Outdoor Track,2025-05-07,4:30pm,Courtland High School,Wednesday,16:30:00,2025-05-07,2025-03-01,2025-05-15,990.0,,1170.0
Tennis,2025-05-08,4:00pm,Courtland High School,Thursday,16:00:00,2025-05-08,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-05-08,4:30pm,Courtland High School,Thursday,16:30:00,2025-05-08,2025-02-24,2025-06-14,990.0,,1170.0
Soccer,2025-05-08,5:30pm,Courtland High School,Thursday,17:30:00,2025-05-08,2025-02-24,2025-06-14,1050.0,,1230.0
Softball,2025-05-08,6:00pm,Courtland High School,Thursday,18:00:00,2025-05-08,2025-02-24,2025-06-14,1080.0,,1260.0
Baseball,2025-05-09,4:30pm,Courtland High School,Friday,16:30:00,2025-05-09,2025-02-24,2025-06-14,990.0,,1170.0
Tennis,2025-05-12,4:00pm,Courtland High School,Monday,16:00:00,2025-05-12,2025-03-01,2025-05-15,960.0,,1140.0
Softball,2025-05-12,4:30pm,Courtland High School,Monday,16:30:00,2025-05-12,2025-02-24,2025-06-14,990.0,,1170.0
Soccer,2025-05-12,5:30pm,Courtland High School,Monday,17:30:00,2025-05-12,2025-02-24,2025-06-14,1050.0,,1230.0
Tennis,2025-05-13,4:00pm,Courtland High School,Tuesday,16:00:00,2025-05-13,2025-03-01,2025-05-15,960.0,,1140.0
Baseball,2025-05-13,4:30pm,Courtland High School,Tuesday,16:30:00,2025-05-13,2025-02-24,2025-06-14,990.0,,1170.0
Softball,2025-05-13,4:30pm,Courtland High School,Tuesday,16:30:00,2025-05-13,2025-02-24,2025-06-14,990.0,,1170.0
Soccer,2025-05-13,5:30pm,Courtland High School,Tuesday,17:30:00,2025-05-13,2025-02-24,2025-06-14,1050.0,,1230.0
Baseball,2025-05-14,4:30pm,Courtland High School,Wednesday,16:30:00,2025-05-14,2025-02-24,2025-06-14,990.0,,1170.0
Softball,2025-05-14,7:30pm,Courtland High School,Wednesday,19:30:00,2025-05-14,2025-02-24,2025-06-14,1170.0,,1350.0
Baseball,2025-05-15,4:30pm,Courtland High School,Thursday,16:30:00,2025-05-15,2025-02-24,2025-06-14,990.0,,1170.0
Softball,2025-05-15,4:30pm,Courtland High School,Thursday,16:30:00,2025-05-15,2025-02-24,2025-06-14,990.0,,1170.0
Baseball,2025-05-19,4:30pm,Courtland High School,Monday,16:30:00,2025-05-19,2025-02-24,2025-06-14,990.0,,1170.0
Soccer,2025-05-19,5:30pm,Courtland High School,Monday,17:30:00,2025-05-19,2025-02-24,2025-06-14,1050.0,,1230.0
Softball,2025-05-19,6:00pm,Courtland High School,Monday,18:00:00,2025-05-19,2025-02-24,2025-06-14,1080.0,,1260.0
Soccer,2025-05-23,5:30pm,Courtland High School,Friday,17:30:00,2025-05-23,2025-02-24,2025-06-14,1050.0,,1230.0
Baseball,2025-05-28,6:00pm,Courtland High School,Wednesday,18:00:00,2025-05-28,2025-02-24,2025-06-14,1080.0,,1260.0
Softball,2025-05-28,6:00pm,Courtland High School,Wednesday,18:00:00,2025-05-28,2025-02-24,2025-06-14,1080.0,,1260.0
Soccer,2025-05-29,5:30pm,Courtland High School,Thursday,17:30:00,2025-05-29,2025-02-24,2025-06-14,1050.0,,1230.0
Baseball,2025-05-29,6:00pm,Courtland High School,Thursday,18:00:00,2025-05-29,2025-02-24,2025-06-14,1080.0,,1260.0
Softball,2025-05-29,6:00pm,Courtland High School,Thursday,18:00:00,2025-05-29,2025-02-24,2025-06-14,1080.0,,1260.0
Soccer,2025-05-30,5:00pm,Courtland High School,Friday,17:00:00,2025-05-30,2025-02-24,2025-06-14,1020.0,,1200.0
Football,2024-08-12,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-08-12,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-08-12,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-08-12,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Golf,2024-08-12,4:00pm,Chancellor High School,Monday,16:00:00,2024-08-12,2024-07-29,2024-10-15,960.0,,1140.0
Field Hockey,2024-08-12,5:30pm - 8:00pm,Chancellor High School,Monday,,2024-08-12,2024-08-04,2024-11-10,1050.0,1200.0,1200.0
Football,2024-08-13,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-08-13,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-08-13,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-08-13,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Football,2024-08-14,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-08-14,2024-07-31,2024-12-15,870.0,1050.0,1050.0
Volleyball,2024-08-14,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2024-08-14,2024-08-04,2024-11-30,870.0,1050.0,1050.0
Golf,2024-08-14,4:00pm,Chancellor High School,Wednesday,16:00:00,2024-08-14,2024-07-29,2024-10-15,960.0,,1140.0
Field Hockey,2024-08-14,5:30pm - 8:00pm,Chancellor High School,Wednesday,,2024-08-14,2024-08-04,2024-11-10,1050.0,1200.0,1200.0
Football,2024-08-15,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-08-15,2024-07-31,2024-12-15,870.0,1050.0,1050.0
